,R,L,C,U,w,phi0,U/I,phi0-phi1
13324,1.0,0.08777777850627899,0.07500000298023224,10.0,11.0,0.5,1.0299495433839343,-0.24174431754770076
13325,1.0,0.08777777850627899,0.07500000298023224,10.5,9.0,0.0,1.215790805794025,-0.6049860566868003
13326,1.0,0.08777777850627899,0.07500000298023224,10.5,9.0,0.125,1.215790611446163,-0.6049859641874408
13327,1.0,0.08777777850627899,0.07500000298023224,10.5,9.0,0.25,1.2157906037356896,-0.6049859795014166
13328,1.0,0.08777777850627899,0.07500000298023224,10.5,9.0,0.375,1.215790819085112,-0.6049862716614466
13329,1.0,0.08777777850627899,0.07500000298023224,10.5,9.0,0.5,1.215790805794025,-0.604986379205934
13330,1.0,0.08777777850627899,0.07500000298023224,10.5,9.5,0.0,1.1508552670065348,-0.517781769630093
13331,1.0,0.08777777850627899,0.07500000298023224,10.5,9.5,0.125,1.1508549097066596,-0.517781611965303
13332,1.0,0.08777777850627899,0.07500000298023224,10.5,9.5,0.25,1.1508549535784904,-0.5177816719335713
13333,1.0,0.08777777850627899,0.07500000298023224,10.5,9.5,0.375,1.1508561501416479,-0.5177830029895283
13334,1.0,0.08777777850627899,0.07500000298023224,10.5,9.5,0.5,1.150854801843748,-0.5177815533513221
13335,1.0,0.08777777850627899,0.07500000298023224,10.5,10.0,0.0,1.098877292768356,-0.4274643565300783
13336,1.0,0.08777777850627899,0.07500000298023224,10.5,10.0,0.125,1.0988773894282684,-0.4274644437652596
13337,1.0,0.08777777850627899,0.07500000298023224,10.5,10.0,0.25,1.0988775032925513,-0.4274645822082599
13338,1.0,0.08777777850627899,0.07500000298023224,10.5,10.0,0.375,1.0988776343612139,-0.427464796957169
13339,1.0,0.08777777850627899,0.07500000298023224,10.5,10.0,0.5,1.098877782634267,-0.4274651312321722
13340,1.0,0.08777777850627899,0.07500000298023224,10.5,10.5,0.0,1.0588794103850419,-0.3350476684596019
13341,1.0,0.08777777850627899,0.07500000298023224,10.5,10.5,0.125,1.058879740404497,-0.33504782893229174
13342,1.0,0.08777777850627899,0.07500000298023224,10.5,10.5,0.25,1.0588814132555417,-0.3350489342812658
13343,1.0,0.08777777850627899,0.07500000298023224,10.5,10.5,0.375,1.0588800230645286,-0.33504818680146764
13344,1.0,0.08777777850627899,0.07500000298023224,10.5,10.5,0.5,1.0588793670762664,-0.33504765428235916
13345,1.0,0.08777777850627899,0.07500000298023224,10.5,11.0,0.0,1.0299488471357576,-0.24174368789682685
13346,1.0,0.08777777850627899,0.07500000298023224,10.5,11.0,0.125,1.0299502386257091,-0.24174420895825754
13347,1.0,0.08777777850627899,0.07500000298023224,10.5,11.0,0.25,1.0299488317559582,-0.2417436843159761
13348,1.0,0.08777777850627899,0.07500000298023224,10.5,11.0,0.375,1.0299489360494158,-0.24174375617092947
13349,1.0,0.08777777850627899,0.07500000298023224,10.5,11.0,0.5,1.0299495433839345,-0.24174431754770076
13350,1.0,0.08777777850627899,0.07500000298023224,11.0,9.0,0.0,1.215790805794025,-0.6049860566868003
13351,1.0,0.08777777850627899,0.07500000298023224,11.0,9.0,0.125,1.215790611446163,-0.6049859641874408
13352,1.0,0.08777777850627899,0.07500000298023224,11.0,9.0,0.25,1.2157906037356894,-0.6049859795014166
13353,1.0,0.08777777850627899,0.07500000298023224,11.0,9.0,0.375,1.2157908190851123,-0.6049862716614468
13354,1.0,0.08777777850627899,0.07500000298023224,11.0,9.0,0.5,1.2157908057940254,-0.6049863792059336
13355,1.0,0.08777777850627899,0.07500000298023224,11.0,9.5,0.0,1.1508552670065346,-0.517781769630093
13356,1.0,0.08777777850627899,0.07500000298023224,11.0,9.5,0.125,1.1508549097066596,-0.5177816119653029
13357,1.0,0.08777777850627899,0.07500000298023224,11.0,9.5,0.25,1.1508549535784907,-0.5177816719335709
13358,1.0,0.08777777850627899,0.07500000298023224,11.0,9.5,0.375,1.150856150141648,-0.5177830029895285
13359,1.0,0.08777777850627899,0.07500000298023224,11.0,9.5,0.5,1.1508548018437479,-0.5177815533513219
13360,1.0,0.08777777850627899,0.07500000298023224,11.0,10.0,0.0,1.098877292768356,-0.4274643565300782
13361,1.0,0.08777777850627899,0.07500000298023224,11.0,10.0,0.125,1.0988773894282682,-0.4274644437652594
13362,1.0,0.08777777850627899,0.07500000298023224,11.0,10.0,0.25,1.098877503292551,-0.4274645822082598
13363,1.0,0.08777777850627899,0.07500000298023224,11.0,10.0,0.375,1.0988776343612143,-0.4274647969571692
13364,1.0,0.08777777850627899,0.07500000298023224,11.0,10.0,0.5,1.098877782634267,-0.427465131232172
13365,1.0,0.08777777850627899,0.07500000298023224,11.0,10.5,0.0,1.0588794103850419,-0.3350476684596019
13366,1.0,0.08777777850627899,0.07500000298023224,11.0,10.5,0.125,1.058879740404497,-0.33504782893229174
13367,1.0,0.08777777850627899,0.07500000298023224,11.0,10.5,0.25,1.0588814132555417,-0.3350489342812658
13368,1.0,0.08777777850627899,0.07500000298023224,11.0,10.5,0.375,1.0588800230645288,-0.33504818680146764
13369,1.0,0.08777777850627899,0.07500000298023224,11.0,10.5,0.5,1.0588793670762666,-0.33504765428235916
13370,1.0,0.08777777850627899,0.07500000298023224,11.0,11.0,0.0,1.0299488471357576,-0.2417436878968269
13371,1.0,0.08777777850627899,0.07500000298023224,11.0,11.0,0.125,1.029950238625709,-0.24174420895825754
13372,1.0,0.08777777850627899,0.07500000298023224,11.0,11.0,0.25,1.0299488317559584,-0.24174368431597626
13373,1.0,0.08777777850627899,0.07500000298023224,11.0,11.0,0.375,1.029948936049416,-0.2417437561709297
13374,1.0,0.08777777850627899,0.07500000298023224,11.0,11.0,0.5,1.0299495433839345,-0.24174431754770076
13375,1.0,0.08777777850627899,0.10000000149011612,9.0,9.0,0.0,1.0502918631550127,-0.3107105973041556
13376,1.0,0.08777777850627899,0.10000000149011612,9.0,9.0,0.125,1.0502915469131118,-0.3107105007934664
13377,1.0,0.08777777850627899,0.10000000149011612,9.0,9.0,0.25,1.0502921545620576,-0.3107108642871187
13378,1.0,0.08777777850627899,0.10000000149011612,9.0,9.0,0.375,1.0502916094336023,-0.31071054992396374
13379,1.0,0.08777777850627899,0.10000000149011612,9.0,9.0,0.5,1.0502918631550124,-0.31071081824787694
13380,1.0,0.08777777850627899,0.10000000149011612,9.0,9.5,0.0,1.0236447020651298,-0.215350714672054
13381,1.0,0.08777777850627899,0.10000000149011612,9.0,9.5,0.125,1.0236451919025649,-0.21535089198152652
13382,1.0,0.08777777850627899,0.10000000149011612,9.0,9.5,0.25,1.023645198737213,-0.21535097473567438
13383,1.0,0.08777777850627899,0.10000000149011612,9.0,9.5,0.375,1.0236446998464415,-0.21535073938589622
13384,1.0,0.08777777850627899,0.10000000149011612,9.0,9.5,0.5,1.0236447288517887,-0.2153507751013708
13385,1.0,0.08777777850627899,0.10000000149011612,9.0,10.0,0.0,1.0074421473791226,-0.12161908654903245
13386,1.0,0.08777777850627899,0.10000000149011612,9.0,10.0,0.125,1.0074423040611706,-0.12161921593374403
13387,1.0,0.08777777850627899,0.10000000149011612,9.0,10.0,0.25,1.007442476516089,-0.12161940023491158
13388,1.0,0.08777777850627899,0.10000000149011612,9.0,10.0,0.375,1.0074426647438908,-0.12161965723579948
13389,1.0,0.08777777850627899,0.10000000149011612,9.0,10.0,0.5,1.0074428687445898,-0.12162001339609896
13390,1.0,0.08777777850627899,0.10000000149011612,9.0,10.5,0.0,1.0004716174137864,-0.03070461247233339
13391,1.0,0.08777777850627899,0.10000000149011612,9.0,10.5,0.125,1.00047164331218,-0.030704622290752465
13392,1.0,0.08777777850627899,0.10000000149011612,9.0,10.5,0.25,1.0004727036396817,-0.03070493724396356
13393,1.0,0.08777777850627899,0.10000000149011612,9.0,10.5,0.375,1.000472812634037,-0.030705143796057877
13394,1.0,0.08777777850627899,0.10000000149011612,9.0,10.5,0.5,1.000471672582021,-0.03070467018241807
13395,1.0,0.08777777850627899,0.10000000149011612,9.0,11.0,0.0,1.0015933879283034,0.056404804284914546
13396,1.0,0.08777777850627899,0.10000000149011612,9.0,11.0,0.125,1.0015931828002094,0.05640475247652964
13397,1.0,0.08777777850627899,0.10000000149011612,9.0,11.0,0.25,1.0015932013923157,0.056404707892116546
13398,1.0,0.08777777850627899,0.10000000149011612,9.0,11.0,0.375,1.001592941037213,0.056404748131932136
13399,1.0,0.08777777850627899,0.10000000149011612,9.0,11.0,0.5,1.0015938813057694,0.0564042903966287
13400,1.0,0.08777777850627899,0.10000000149011612,9.5,9.0,0.0,1.0502918631550124,-0.3107105973041556
13401,1.0,0.08777777850627899,0.10000000149011612,9.5,9.0,0.125,1.0502915469131118,-0.3107105007934664
13402,1.0,0.08777777850627899,0.10000000149011612,9.5,9.0,0.25,1.0502921545620578,-0.3107108642871186
13403,1.0,0.08777777850627899,0.10000000149011612,9.5,9.0,0.375,1.0502916094336021,-0.31071054992396363
13404,1.0,0.08777777850627899,0.10000000149011612,9.5,9.0,0.5,1.0502918631550122,-0.31071081824787694
13405,1.0,0.08777777850627899,0.10000000149011612,9.5,9.5,0.0,1.0236447020651298,-0.21535071467205402
13406,1.0,0.08777777850627899,0.10000000149011612,9.5,9.5,0.125,1.023645191902565,-0.21535089198152652
13407,1.0,0.08777777850627899,0.10000000149011612,9.5,9.5,0.25,1.0236451987372128,-0.21535097473567444
13408,1.0,0.08777777850627899,0.10000000149011612,9.5,9.5,0.375,1.0236446998464412,-0.21535073938589622
13409,1.0,0.08777777850627899,0.10000000149011612,9.5,9.5,0.5,1.0236447288517887,-0.21535077510137057
13410,1.0,0.08777777850627899,0.10000000149011612,9.5,10.0,0.0,1.0074421473791224,-0.12161908654903243
13411,1.0,0.08777777850627899,0.10000000149011612,9.5,10.0,0.125,1.007442304061171,-0.12161921593374411
13412,1.0,0.08777777850627899,0.10000000149011612,9.5,10.0,0.25,1.007442476516089,-0.12161940023491158
13413,1.0,0.08777777850627899,0.10000000149011612,9.5,10.0,0.375,1.0074426647438903,-0.12161965723579943
13414,1.0,0.08777777850627899,0.10000000149011612,9.5,10.0,0.5,1.0074428687445898,-0.12162001339609896
13415,1.0,0.08777777850627899,0.10000000149011612,9.5,10.5,0.0,1.0004716174137867,-0.030704612472333394
13416,1.0,0.08777777850627899,0.10000000149011612,9.5,10.5,0.125,1.0004716433121803,-0.030704622290752492
13417,1.0,0.08777777850627899,0.10000000149011612,9.5,10.5,0.25,1.0004727036396817,-0.03070493724396367
13418,1.0,0.08777777850627899,0.10000000149011612,9.5,10.5,0.375,1.000472812634037,-0.030705143796057932
13419,1.0,0.08777777850627899,0.10000000149011612,9.5,10.5,0.5,1.000471672582021,-0.030704670182417626
13420,1.0,0.08777777850627899,0.10000000149011612,9.5,11.0,0.0,1.0015933879283034,0.056404804284914525
13421,1.0,0.08777777850627899,0.10000000149011612,9.5,11.0,0.125,1.0015931828002096,0.056404752476529596
13422,1.0,0.08777777850627899,0.10000000149011612,9.5,11.0,0.25,1.0015932013923157,0.05640470789211657
13423,1.0,0.08777777850627899,0.10000000149011612,9.5,11.0,0.375,1.0015929410372129,0.05640474813193219
13424,1.0,0.08777777850627899,0.10000000149011612,9.5,11.0,0.5,1.0015938813057692,0.056404290396628864
13425,1.0,0.08777777850627899,0.10000000149011612,10.0,9.0,0.0,1.0502918631550127,-0.3107105973041556
13426,1.0,0.08777777850627899,0.10000000149011612,10.0,9.0,0.125,1.0502915469131118,-0.31071050079346635
13427,1.0,0.08777777850627899,0.10000000149011612,10.0,9.0,0.25,1.0502921545620578,-0.3107108642871187
13428,1.0,0.08777777850627899,0.10000000149011612,10.0,9.0,0.375,1.050291609433602,-0.31071054992396363
13429,1.0,0.08777777850627899,0.10000000149011612,10.0,9.0,0.5,1.0502918631550127,-0.31071081824787705
13430,1.0,0.08777777850627899,0.10000000149011612,10.0,9.5,0.0,1.0236447020651296,-0.21535071467205397
13431,1.0,0.08777777850627899,0.10000000149011612,10.0,9.5,0.125,1.0236451919025649,-0.21535089198152652
13432,1.0,0.08777777850627899,0.10000000149011612,10.0,9.5,0.25,1.023645198737213,-0.21535097473567433
13433,1.0,0.08777777850627899,0.10000000149011612,10.0,9.5,0.375,1.0236446998464415,-0.2153507393858961
13434,1.0,0.08777777850627899,0.10000000149011612,10.0,9.5,0.5,1.0236447288517887,-0.2153507751013708
13435,1.0,0.08777777850627899,0.10000000149011612,10.0,10.0,0.0,1.0074421473791224,-0.12161908654903242
13436,1.0,0.08777777850627899,0.10000000149011612,10.0,10.0,0.125,1.0074423040611709,-0.121619215933744
13437,1.0,0.08777777850627899,0.10000000149011612,10.0,10.0,0.25,1.007442476516089,-0.12161940023491158
13438,1.0,0.08777777850627899,0.10000000149011612,10.0,10.0,0.375,1.0074426647438905,-0.12161965723579948
13439,1.0,0.08777777850627899,0.10000000149011612,10.0,10.0,0.5,1.0074428687445898,-0.12162001339609907
13440,1.0,0.08777777850627899,0.10000000149011612,10.0,10.5,0.0,1.0004716174137869,-0.030704612472333397
13441,1.0,0.08777777850627899,0.10000000149011612,10.0,10.5,0.125,1.00047164331218,-0.030704622290752437
13442,1.0,0.08777777850627899,0.10000000149011612,10.0,10.5,0.25,1.0004727036396817,-0.030704937243963615
13443,1.0,0.08777777850627899,0.10000000149011612,10.0,10.5,0.375,1.0004728126340372,-0.030705143796057988
13444,1.0,0.08777777850627899,0.10000000149011612,10.0,10.5,0.5,1.000471672582021,-0.030704670182417848
13445,1.0,0.08777777850627899,0.10000000149011612,10.0,11.0,0.0,1.0015933879283034,0.05640480428491454
13446,1.0,0.08777777850627899,0.10000000149011612,10.0,11.0,0.125,1.0015931828002096,0.056404752476529596
13447,1.0,0.08777777850627899,0.10000000149011612,10.0,11.0,0.25,1.001593201392316,0.05640470789211652
13448,1.0,0.08777777850627899,0.10000000149011612,10.0,11.0,0.375,1.0015929410372129,0.05640474813193219
13449,1.0,0.08777777850627899,0.10000000149011612,10.0,11.0,0.5,1.0015938813057692,0.05640429039662875
13450,1.0,0.08777777850627899,0.10000000149011612,10.5,9.0,0.0,1.0502918631550124,-0.3107105973041556
13451,1.0,0.08777777850627899,0.10000000149011612,10.5,9.0,0.125,1.050291546913112,-0.31071050079346646
13452,1.0,0.08777777850627899,0.10000000149011612,10.5,9.0,0.25,1.0502921545620576,-0.3107108642871186
13453,1.0,0.08777777850627899,0.10000000149011612,10.5,9.0,0.375,1.0502916094336021,-0.31071054992396374
13454,1.0,0.08777777850627899,0.10000000149011612,10.5,9.0,0.5,1.0502918631550127,-0.31071081824787705
13455,1.0,0.08777777850627899,0.10000000149011612,10.5,9.5,0.0,1.02364470206513,-0.215350714672054
13456,1.0,0.08777777850627899,0.10000000149011612,10.5,9.5,0.125,1.023645191902565,-0.21535089198152652
13457,1.0,0.08777777850627899,0.10000000149011612,10.5,9.5,0.25,1.023645198737213,-0.21535097473567438
13458,1.0,0.08777777850627899,0.10000000149011612,10.5,9.5,0.375,1.0236446998464412,-0.21535073938589622
13459,1.0,0.08777777850627899,0.10000000149011612,10.5,9.5,0.5,1.023644728851789,-0.21535077510137102
13460,1.0,0.08777777850627899,0.10000000149011612,10.5,10.0,0.0,1.0074421473791224,-0.12161908654903242
13461,1.0,0.08777777850627899,0.10000000149011612,10.5,10.0,0.125,1.0074423040611713,-0.12161921593374417
13462,1.0,0.08777777850627899,0.10000000149011612,10.5,10.0,0.25,1.007442476516089,-0.12161940023491158
13463,1.0,0.08777777850627899,0.10000000149011612,10.5,10.0,0.375,1.0074426647438908,-0.12161965723579954
13464,1.0,0.08777777850627899,0.10000000149011612,10.5,10.0,0.5,1.0074428687445898,-0.12162001339609907
13465,1.0,0.08777777850627899,0.10000000149011612,10.5,10.5,0.0,1.0004716174137867,-0.030704612472333383
13466,1.0,0.08777777850627899,0.10000000149011612,10.5,10.5,0.125,1.00047164331218,-0.030704622290752437
13467,1.0,0.08777777850627899,0.10000000149011612,10.5,10.5,0.25,1.0004727036396814,-0.030704937243963615
13468,1.0,0.08777777850627899,0.10000000149011612,10.5,10.5,0.375,1.0004728126340372,-0.03070514379605782
13469,1.0,0.08777777850627899,0.10000000149011612,10.5,10.5,0.5,1.0004716725820213,-0.03070467018241807
13470,1.0,0.08777777850627899,0.10000000149011612,10.5,11.0,0.0,1.0015933879283034,0.05640480428491453
13471,1.0,0.08777777850627899,0.10000000149011612,10.5,11.0,0.125,1.0015931828002096,0.05640475247652961
13472,1.0,0.08777777850627899,0.10000000149011612,10.5,11.0,0.25,1.0015932013923157,0.0564047078921166
13473,1.0,0.08777777850627899,0.10000000149011612,10.5,11.0,0.375,1.0015929410372129,0.05640474813193225
13474,1.0,0.08777777850627899,0.10000000149011612,10.5,11.0,0.5,1.0015938813057694,0.0564042903966287
13475,1.0,0.08777777850627899,0.10000000149011612,11.0,9.0,0.0,1.0502918631550124,-0.3107105973041556
13476,1.0,0.08777777850627899,0.10000000149011612,11.0,9.0,0.125,1.0502915469131118,-0.3107105007934666
13477,1.0,0.08777777850627899,0.10000000149011612,11.0,9.0,0.25,1.050292154562058,-0.3107108642871187
13478,1.0,0.08777777850627899,0.10000000149011612,11.0,9.0,0.375,1.0502916094336021,-0.31071054992396374
13479,1.0,0.08777777850627899,0.10000000149011612,11.0,9.0,0.5,1.0502918631550124,-0.31071081824787694
13480,1.0,0.08777777850627899,0.10000000149011612,11.0,9.5,0.0,1.02364470206513,-0.21535071467205402
13481,1.0,0.08777777850627899,0.10000000149011612,11.0,9.5,0.125,1.0236451919025649,-0.21535089198152657
13482,1.0,0.08777777850627899,0.10000000149011612,11.0,9.5,0.25,1.023645198737213,-0.21535097473567433
13483,1.0,0.08777777850627899,0.10000000149011612,11.0,9.5,0.375,1.0236446998464412,-0.2153507393858961
13484,1.0,0.08777777850627899,0.10000000149011612,11.0,9.5,0.5,1.023644728851789,-0.2153507751013708
13485,1.0,0.08777777850627899,0.10000000149011612,11.0,10.0,0.0,1.0074421473791226,-0.12161908654903245
13486,1.0,0.08777777850627899,0.10000000149011612,11.0,10.0,0.125,1.0074423040611709,-0.12161921593374408
13487,1.0,0.08777777850627899,0.10000000149011612,11.0,10.0,0.25,1.007442476516089,-0.12161940023491163
13488,1.0,0.08777777850627899,0.10000000149011612,11.0,10.0,0.375,1.0074426647438905,-0.1216196572357996
13489,1.0,0.08777777850627899,0.10000000149011612,11.0,10.0,0.5,1.00744286874459,-0.12162001339609907
13490,1.0,0.08777777850627899,0.10000000149011612,11.0,10.5,0.0,1.0004716174137864,-0.03070461247233339
13491,1.0,0.08777777850627899,0.10000000149011612,11.0,10.5,0.125,1.0004716433121803,-0.030704622290752492
13492,1.0,0.08777777850627899,0.10000000149011612,11.0,10.5,0.25,1.0004727036396817,-0.03070493724396367
13493,1.0,0.08777777850627899,0.10000000149011612,11.0,10.5,0.375,1.0004728126340372,-0.030705143796057988
13494,1.0,0.08777777850627899,0.10000000149011612,11.0,10.5,0.5,1.000471672582021,-0.03070467018241796
13495,1.0,0.08777777850627899,0.10000000149011612,11.0,11.0,0.0,1.0015933879283034,0.05640480428491453
13496,1.0,0.08777777850627899,0.10000000149011612,11.0,11.0,0.125,1.0015931828002096,0.05640475247652961
13497,1.0,0.08777777850627899,0.10000000149011612,11.0,11.0,0.25,1.0015932013923157,0.056404707892116546
13498,1.0,0.08777777850627899,0.10000000149011612,11.0,11.0,0.375,1.0015929410372129,0.056404748131932136
13499,1.0,0.08777777850627899,0.10000000149011612,11.0,11.0,0.5,1.0015938813057692,0.05640429039662892
13500,1.0,0.08777777850627899,0.125,9.0,9.0,0.0,1.0048778888971497,-0.09856844284101578
13501,1.0,0.08777777850627899,0.125,9.0,9.0,0.125,1.0048776829441322,-0.09856843190174228
13502,1.0,0.08777777850627899,0.125,9.0,9.0,0.25,1.0048781579259216,-0.09856861355264485
13503,1.0,0.08777777850627899,0.125,9.0,9.0,0.375,1.0048776133489878,-0.09856841710918007
13504,1.0,0.08777777850627899,0.125,9.0,9.0,0.5,1.0048778888971497,-0.09856860469877327
13505,1.0,0.08777777850627899,0.125,9.0,9.5,0.0,1.000035233622581,-0.00821619462220929
13506,1.0,0.08777777850627899,0.125,9.0,9.5,0.125,1.0000338129359096,-0.008216190391331979
13507,1.0,0.08777777850627899,0.125,9.0,9.5,0.25,1.0000337896447489,-0.008216191936579076
13508,1.0,0.08777777850627899,0.125,9.0,9.5,0.375,1.0000343682328923,-0.008216430171419264
13509,1.0,0.08777777850627899,0.125,9.0,9.5,0.5,1.0000342238495508,-0.0082164442944892
13510,1.0,0.08777777850627899,0.125,9.0,10.0,0.0,1.003020155757271,0.07762151787293285
13511,1.0,0.08777777850627899,0.125,9.0,10.0,0.125,1.0030201913084056,0.07762151314325576
13512,1.0,0.08777777850627899,0.125,9.0,10.0,0.25,1.0030202425631254,0.07762149667017093
13513,1.0,0.08777777850627899,0.125,9.0,10.0,0.375,1.0030203095214356,0.07762146153277333
13514,1.0,0.08777777850627899,0.125,9.0,10.0,0.5,1.0030203921833407,0.07762139909580762
13515,1.0,0.08777777850627899,0.125,9.0,10.5,0.0,1.0126815530819524,0.15842311350143898
13516,1.0,0.08777777850627899,0.125,9.0,10.5,0.125,1.0126815745569757,0.15842311055841818
13517,1.0,0.08777777850627899,0.125,9.0,10.5,0.25,1.0126825777248067,0.15842301330943126
13518,1.0,0.08777777850627899,0.125,9.0,10.5,0.375,1.012682879722376,0.15842281427929952
13519,1.0,0.08777777850627899,0.125,9.0,10.5,0.5,1.0126816556567795,0.15842306259508665
13520,1.0,0.08777777850627899,0.125,9.0,11.0,0.0,1.0279980363819443,0.2339208485160805
13521,1.0,0.08777777850627899,0.125,9.0,11.0,0.125,1.0279975757689186,0.23392072310024978
13522,1.0,0.08777777850627899,0.125,9.0,11.0,0.25,1.0279974336957614,0.2339207071793646
13523,1.0,0.08777777850627899,0.125,9.0,11.0,0.375,1.0279989378007246,0.23392049856893912
13524,1.0,0.08777777850627899,0.125,9.0,11.0,0.5,1.0279974310349884,0.233920706233137
13525,1.0,0.08777777850627899,0.125,9.5,9.0,0.0,1.0048778888971497,-0.09856844284101576
13526,1.0,0.08777777850627899,0.125,9.5,9.0,0.125,1.0048776829441322,-0.09856843190174228
13527,1.0,0.08777777850627899,0.125,9.5,9.0,0.25,1.004878157925922,-0.0985686135526449
13528,1.0,0.08777777850627899,0.125,9.5,9.0,0.375,1.0048776133489876,-0.09856841710918002
13529,1.0,0.08777777850627899,0.125,9.5,9.0,0.5,1.0048778888971497,-0.09856860469877304
13530,1.0,0.08777777850627899,0.125,9.5,9.5,0.0,1.000035233622581,-0.008216194622209292
13531,1.0,0.08777777850627899,0.125,9.5,9.5,0.125,1.0000338129359099,-0.008216190391332007
13532,1.0,0.08777777850627899,0.125,9.5,9.5,0.25,1.0000337896447489,-0.008216191936579131
13533,1.0,0.08777777850627899,0.125,9.5,9.5,0.375,1.0000343682328923,-0.008216430171419264
13534,1.0,0.08777777850627899,0.125,9.5,9.5,0.5,1.0000342238495505,-0.008216444294488978
13535,1.0,0.08777777850627899,0.125,9.5,10.0,0.0,1.003020155757271,0.07762151787293284
13536,1.0,0.08777777850627899,0.125,9.5,10.0,0.125,1.0030201913084058,0.07762151314325574
13537,1.0,0.08777777850627899,0.125,9.5,10.0,0.25,1.0030202425631258,0.0776214966701709
13538,1.0,0.08777777850627899,0.125,9.5,10.0,0.375,1.0030203095214356,0.07762146153277333
13539,1.0,0.08777777850627899,0.125,9.5,10.0,0.5,1.0030203921833407,0.07762139909580767
13540,1.0,0.08777777850627899,0.125,9.5,10.5,0.0,1.0126815530819526,0.158423113501439
13541,1.0,0.08777777850627899,0.125,9.5,10.5,0.125,1.012681574556976,0.15842311055841815
13542,1.0,0.08777777850627899,0.125,9.5,10.5,0.25,1.012682577724807,0.15842301330943126
13543,1.0,0.08777777850627899,0.125,9.5,10.5,0.375,1.012682879722376,0.1584228142792995
13544,1.0,0.08777777850627899,0.125,9.5,10.5,0.5,1.0126816556567793,0.15842306259508676
13545,1.0,0.08777777850627899,0.125,9.5,11.0,0.0,1.0279980363819445,0.23392084851608053
13546,1.0,0.08777777850627899,0.125,9.5,11.0,0.125,1.0279975757689188,0.2339207231002498
13547,1.0,0.08777777850627899,0.125,9.5,11.0,0.25,1.0279974336957614,0.23392070717936458
13548,1.0,0.08777777850627899,0.125,9.5,11.0,0.375,1.0279989378007244,0.23392049856893912
13549,1.0,0.08777777850627899,0.125,9.5,11.0,0.5,1.0279974310349884,0.2339207062331371
13550,1.0,0.08777777850627899,0.125,10.0,9.0,0.0,1.0048778888971497,-0.09856844284101576
13551,1.0,0.08777777850627899,0.125,10.0,9.0,0.125,1.0048776829441324,-0.09856843190174228
13552,1.0,0.08777777850627899,0.125,10.0,9.0,0.25,1.0048781579259216,-0.09856861355264479
13553,1.0,0.08777777850627899,0.125,10.0,9.0,0.375,1.004877613348988,-0.09856841710918013
13554,1.0,0.08777777850627899,0.125,10.0,9.0,0.5,1.00487788889715,-0.09856860469877327
13555,1.0,0.08777777850627899,0.125,10.0,9.5,0.0,1.000035233622581,-0.008216194622209292
13556,1.0,0.08777777850627899,0.125,10.0,9.5,0.125,1.0000338129359099,-0.008216190391332062
13557,1.0,0.08777777850627899,0.125,10.0,9.5,0.25,1.0000337896447489,-0.008216191936579131
13558,1.0,0.08777777850627899,0.125,10.0,9.5,0.375,1.000034368232892,-0.008216430171419264
13559,1.0,0.08777777850627899,0.125,10.0,9.5,0.5,1.0000342238495508,-0.0082164442944892
13560,1.0,0.08777777850627899,0.125,10.0,10.0,0.0,1.003020155757271,0.07762151787293287
13561,1.0,0.08777777850627899,0.125,10.0,10.0,0.125,1.0030201913084056,0.07762151314325574
13562,1.0,0.08777777850627899,0.125,10.0,10.0,0.25,1.0030202425631254,0.07762149667017096
13563,1.0,0.08777777850627899,0.125,10.0,10.0,0.375,1.0030203095214356,0.07762146153277327
13564,1.0,0.08777777850627899,0.125,10.0,10.0,0.5,1.0030203921833407,0.07762139909580767
13565,1.0,0.08777777850627899,0.125,10.0,10.5,0.0,1.0126815530819524,0.15842311350143895
13566,1.0,0.08777777850627899,0.125,10.0,10.5,0.125,1.0126815745569755,0.15842311055841815
13567,1.0,0.08777777850627899,0.125,10.0,10.5,0.25,1.0126825777248067,0.15842301330943132
13568,1.0,0.08777777850627899,0.125,10.0,10.5,0.375,1.0126828797223757,0.15842281427929944
13569,1.0,0.08777777850627899,0.125,10.0,10.5,0.5,1.012681655656779,0.1584230625950867
13570,1.0,0.08777777850627899,0.125,10.0,11.0,0.0,1.0279980363819443,0.23392084851608053
13571,1.0,0.08777777850627899,0.125,10.0,11.0,0.125,1.0279975757689186,0.23392072310024978
13572,1.0,0.08777777850627899,0.125,10.0,11.0,0.25,1.0279974336957616,0.2339207071793646
13573,1.0,0.08777777850627899,0.125,10.0,11.0,0.375,1.0279989378007246,0.2339204985689391
13574,1.0,0.08777777850627899,0.125,10.0,11.0,0.5,1.0279974310349886,0.23392070623313693
13575,1.0,0.08777777850627899,0.125,10.5,9.0,0.0,1.0048778888971497,-0.09856844284101576
13576,1.0,0.08777777850627899,0.125,10.5,9.0,0.125,1.0048776829441324,-0.0985684319017423
13577,1.0,0.08777777850627899,0.125,10.5,9.0,0.25,1.0048781579259216,-0.09856861355264485
13578,1.0,0.08777777850627899,0.125,10.5,9.0,0.375,1.004877613348988,-0.09856841710918024
13579,1.0,0.08777777850627899,0.125,10.5,9.0,0.5,1.00487788889715,-0.09856860469877327
13580,1.0,0.08777777850627899,0.125,10.5,9.5,0.0,1.0000352336225808,-0.00821619462220929
13581,1.0,0.08777777850627899,0.125,10.5,9.5,0.125,1.0000338129359099,-0.008216190391332007
13582,1.0,0.08777777850627899,0.125,10.5,9.5,0.25,1.0000337896447489,-0.008216191936579076
