,R,L,C,U,w,phi0,U/I,phi0-phi1
253,0.5,0.07999999821186066,0.10000000149011612,9.0,9.0,0.375,0.6347975941441247,-0.6638066188008127
254,0.5,0.07999999821186066,0.10000000149011612,9.0,9.0,0.5,0.6347978242640919,-0.6638075250028241
255,0.5,0.07999999821186066,0.10000000149011612,9.0,9.5,0.0,0.5793386244512461,-0.5295131101299824
256,0.5,0.07999999821186066,0.10000000149011612,9.0,9.5,0.125,0.5793391796432852,-0.5295138455035455
257,0.5,0.07999999821186066,0.10000000149011612,9.0,9.5,0.25,0.5793387638221785,-0.5295133478971927
258,0.5,0.07999999821186066,0.10000000149011612,9.0,9.5,0.375,0.5793387349033488,-0.529513352643719
259,0.5,0.07999999821186066,0.10000000149011612,9.0,9.5,0.5,0.5793387912286025,-0.5295135890197391
260,0.5,0.07999999821186066,0.10000000149011612,9.0,10.0,0.0,0.5385167005241545,-0.38050654469986317
261,0.5,0.07999999821186066,0.10000000149011612,9.0,10.0,0.125,0.5385166440119589,-0.3805065489472861
262,0.5,0.07999999821186066,0.10000000149011612,9.0,10.0,0.25,0.5385165959309496,-0.3805065369132027
263,0.5,0.07999999821186066,0.10000000149011612,9.0,10.0,0.375,0.5385165562811235,-0.38050651249232625
264,0.5,0.07999999821186066,0.10000000149011612,9.0,10.0,0.5,0.5385165250624773,-0.38050647948543326
265,0.5,0.07999999821186066,0.10000000149011612,9.0,10.5,0.0,0.5124740856822267,-0.22108790648293122
266,0.5,0.07999999821186066,0.10000000149011612,9.0,10.5,0.125,0.5124738957968569,-0.22108782692272316
267,0.5,0.07999999821186066,0.10000000149011612,9.0,10.5,0.25,0.5124739064138752,-0.22108784154797878
268,0.5,0.07999999821186066,0.10000000149011612,9.0,10.5,0.375,0.5124744103674143,-0.22108851681086594
269,0.5,0.07999999821186066,0.10000000149011612,9.0,10.5,0.5,0.5124745733280855,-0.2210890032206313
270,0.5,0.07999999821186066,0.10000000149011612,9.0,11.0,0.0,0.5008460120070267,-0.0581163642866962
271,0.5,0.07999999821186066,0.10000000149011612,9.0,11.0,0.125,0.5008455878093337,-0.05811632044675877
272,0.5,0.07999999821186066,0.10000000149011612,9.0,11.0,0.25,0.5008455707114718,-0.05811631527931821
273,0.5,0.07999999821186066,0.10000000149011612,9.0,11.0,0.375,0.5008461259849135,-0.058116829178111784
274,0.5,0.07999999821186066,0.10000000149011612,9.0,11.0,0.5,0.5008455941344283,-0.058116347133087665
275,0.5,0.07999999821186066,0.10000000149011612,9.5,9.0,0.0,0.634797824264092,-0.6638068060645621
276,0.5,0.07999999821186066,0.10000000149011612,9.5,9.0,0.125,0.6347975354979873,-0.6638064530791228
277,0.5,0.07999999821186066,0.10000000149011612,9.5,9.0,0.25,0.6347976689960191,-0.6638067294055919
278,0.5,0.07999999821186066,0.10000000149011612,9.5,9.0,0.375,0.6347975941441247,-0.6638066188008125
279,0.5,0.07999999821186066,0.10000000149011612,9.5,9.0,0.5,0.6347978242640919,-0.6638075250028241
280,0.5,0.07999999821186066,0.10000000149011612,9.5,9.5,0.0,0.5793386244512461,-0.5295131101299826
281,0.5,0.07999999821186066,0.10000000149011612,9.5,9.5,0.125,0.5793391796432851,-0.5295138455035459
282,0.5,0.07999999821186066,0.10000000149011612,9.5,9.5,0.25,0.5793387638221785,-0.5295133478971926
283,0.5,0.07999999821186066,0.10000000149011612,9.5,9.5,0.375,0.5793387349033488,-0.5295133526437188
284,0.5,0.07999999821186066,0.10000000149011612,9.5,9.5,0.5,0.5793387912286024,-0.5295135890197391
285,0.5,0.07999999821186066,0.10000000149011612,9.5,10.0,0.0,0.5385167005241545,-0.3805065446998631
286,0.5,0.07999999821186066,0.10000000149011612,9.5,10.0,0.125,0.5385166440119589,-0.3805065489472862
287,0.5,0.07999999821186066,0.10000000149011612,9.5,10.0,0.25,0.5385165959309497,-0.3805065369132028
288,0.5,0.07999999821186066,0.10000000149011612,9.5,10.0,0.375,0.5385165562811237,-0.38050651249232625
289,0.5,0.07999999821186066,0.10000000149011612,9.5,10.0,0.5,0.5385165250624772,-0.38050647948543326
290,0.5,0.07999999821186066,0.10000000149011612,9.5,10.5,0.0,0.5124740856822269,-0.22108790648293125
291,0.5,0.07999999821186066,0.10000000149011612,9.5,10.5,0.125,0.512473895796857,-0.22108782692272322
292,0.5,0.07999999821186066,0.10000000149011612,9.5,10.5,0.25,0.5124739064138751,-0.22108784154797878
293,0.5,0.07999999821186066,0.10000000149011612,9.5,10.5,0.375,0.5124744103674141,-0.22108851681086594
294,0.5,0.07999999821186066,0.10000000149011612,9.5,10.5,0.5,0.5124745733280855,-0.22108900322063096
295,0.5,0.07999999821186066,0.10000000149011612,9.5,11.0,0.0,0.5008460120070268,-0.05811636428669623
296,0.5,0.07999999821186066,0.10000000149011612,9.5,11.0,0.125,0.5008455878093339,-0.05811632044675877
297,0.5,0.07999999821186066,0.10000000149011612,9.5,11.0,0.25,0.5008455707114718,-0.058116315279318265
298,0.5,0.07999999821186066,0.10000000149011612,9.5,11.0,0.375,0.5008461259849135,-0.05811682917811173
299,0.5,0.07999999821186066,0.10000000149011612,9.5,11.0,0.5,0.5008455941344282,-0.058116347133087665
300,0.5,0.07999999821186066,0.10000000149011612,10.0,9.0,0.0,0.6347978242640921,-0.6638068060645621
301,0.5,0.07999999821186066,0.10000000149011612,10.0,9.0,0.125,0.6347975354979875,-0.6638064530791229
302,0.5,0.07999999821186066,0.10000000149011612,10.0,9.0,0.25,0.6347976689960191,-0.6638067294055917
303,0.5,0.07999999821186066,0.10000000149011612,10.0,9.0,0.375,0.6347975941441247,-0.6638066188008127
304,0.5,0.07999999821186066,0.10000000149011612,10.0,9.0,0.5,0.6347978242640919,-0.6638075250028241
305,0.5,0.07999999821186066,0.10000000149011612,10.0,9.5,0.0,0.5793386244512461,-0.5295131101299824
306,0.5,0.07999999821186066,0.10000000149011612,10.0,9.5,0.125,0.5793391796432851,-0.5295138455035455
307,0.5,0.07999999821186066,0.10000000149011612,10.0,9.5,0.25,0.5793387638221786,-0.5295133478971928
308,0.5,0.07999999821186066,0.10000000149011612,10.0,9.5,0.375,0.5793387349033488,-0.5295133526437188
309,0.5,0.07999999821186066,0.10000000149011612,10.0,9.5,0.5,0.5793387912286025,-0.5295135890197391
310,0.5,0.07999999821186066,0.10000000149011612,10.0,10.0,0.0,0.5385167005241546,-0.3805065446998631
311,0.5,0.07999999821186066,0.10000000149011612,10.0,10.0,0.125,0.5385166440119588,-0.3805065489472862
312,0.5,0.07999999821186066,0.10000000149011612,10.0,10.0,0.25,0.5385165959309496,-0.3805065369132026
313,0.5,0.07999999821186066,0.10000000149011612,10.0,10.0,0.375,0.5385165562811235,-0.3805065124923266
314,0.5,0.07999999821186066,0.10000000149011612,10.0,10.0,0.5,0.538516525062477,-0.38050647948543326
315,0.5,0.07999999821186066,0.10000000149011612,10.0,10.5,0.0,0.5124740856822269,-0.22108790648293125
316,0.5,0.07999999821186066,0.10000000149011612,10.0,10.5,0.125,0.512473895796857,-0.22108782692272322
317,0.5,0.07999999821186066,0.10000000149011612,10.0,10.5,0.25,0.5124739064138752,-0.22108784154797884
318,0.5,0.07999999821186066,0.10000000149011612,10.0,10.5,0.375,0.5124744103674143,-0.22108851681086605
319,0.5,0.07999999821186066,0.10000000149011612,10.0,10.5,0.5,0.5124745733280855,-0.2210890032206313
320,0.5,0.07999999821186066,0.10000000149011612,10.0,11.0,0.0,0.5008460120070267,-0.05811636428669622
321,0.5,0.07999999821186066,0.10000000149011612,10.0,11.0,0.125,0.500845587809334,-0.058116320446758796
322,0.5,0.07999999821186066,0.10000000149011612,10.0,11.0,0.25,0.5008455707114717,-0.0581163152793181
323,0.5,0.07999999821186066,0.10000000149011612,10.0,11.0,0.375,0.5008461259849136,-0.058116829178111784
324,0.5,0.07999999821186066,0.10000000149011612,10.0,11.0,0.5,0.5008455941344281,-0.058116347133087665
325,0.5,0.07999999821186066,0.10000000149011612,10.5,9.0,0.0,0.6347978242640921,-0.6638068060645621
326,0.5,0.07999999821186066,0.10000000149011612,10.5,9.0,0.125,0.6347975354979875,-0.6638064530791228
327,0.5,0.07999999821186066,0.10000000149011612,10.5,9.0,0.25,0.6347976689960191,-0.6638067294055917
328,0.5,0.07999999821186066,0.10000000149011612,10.5,9.0,0.375,0.6347975941441247,-0.6638066188008127
329,0.5,0.07999999821186066,0.10000000149011612,10.5,9.0,0.5,0.6347978242640919,-0.6638075250028244
330,0.5,0.07999999821186066,0.10000000149011612,10.5,9.5,0.0,0.579338624451246,-0.5295131101299823
331,0.5,0.07999999821186066,0.10000000149011612,10.5,9.5,0.125,0.5793391796432851,-0.5295138455035457
332,0.5,0.07999999821186066,0.10000000149011612,10.5,9.5,0.25,0.5793387638221786,-0.5295133478971928
333,0.5,0.07999999821186066,0.10000000149011612,10.5,9.5,0.375,0.5793387349033488,-0.529513352643719
334,0.5,0.07999999821186066,0.10000000149011612,10.5,9.5,0.5,0.5793387912286024,-0.5295135890197393
335,0.5,0.07999999821186066,0.10000000149011612,10.5,10.0,0.0,0.5385167005241547,-0.3805065446998631
336,0.5,0.07999999821186066,0.10000000149011612,10.5,10.0,0.125,0.5385166440119588,-0.3805065489472862
337,0.5,0.07999999821186066,0.10000000149011612,10.5,10.0,0.25,0.5385165959309497,-0.3805065369132027
338,0.5,0.07999999821186066,0.10000000149011612,10.5,10.0,0.375,0.5385165562811236,-0.38050651249232637
339,0.5,0.07999999821186066,0.10000000149011612,10.5,10.0,0.5,0.5385165250624772,-0.38050647948543326
340,0.5,0.07999999821186066,0.10000000149011612,10.5,10.5,0.0,0.5124740856822269,-0.22108790648293128
341,0.5,0.07999999821186066,0.10000000149011612,10.5,10.5,0.125,0.512473895796857,-0.22108782692272308
342,0.5,0.07999999821186066,0.10000000149011612,10.5,10.5,0.25,0.5124739064138752,-0.22108784154797873
343,0.5,0.07999999821186066,0.10000000149011612,10.5,10.5,0.375,0.5124744103674143,-0.22108851681086594
344,0.5,0.07999999821186066,0.10000000149011612,10.5,10.5,0.5,0.5124745733280855,-0.2210890032206313
345,0.5,0.07999999821186066,0.10000000149011612,10.5,11.0,0.0,0.5008460120070267,-0.05811636428669621
346,0.5,0.07999999821186066,0.10000000149011612,10.5,11.0,0.125,0.500845587809334,-0.058116320446758796
347,0.5,0.07999999821186066,0.10000000149011612,10.5,11.0,0.25,0.5008455707114718,-0.05811631527931821
348,0.5,0.07999999821186066,0.10000000149011612,10.5,11.0,0.375,0.5008461259849136,-0.05811682917811173
349,0.5,0.07999999821186066,0.10000000149011612,10.5,11.0,0.5,0.5008455941344282,-0.058116347133087665
350,0.5,0.07999999821186066,0.10000000149011612,11.0,9.0,0.0,0.634797824264092,-0.6638068060645622
351,0.5,0.07999999821186066,0.10000000149011612,11.0,9.0,0.125,0.6347975354979873,-0.6638064530791229
352,0.5,0.07999999821186066,0.10000000149011612,11.0,9.0,0.25,0.6347976689960192,-0.6638067294055919
353,0.5,0.07999999821186066,0.10000000149011612,11.0,9.0,0.375,0.6347975941441247,-0.6638066188008129
354,0.5,0.07999999821186066,0.10000000149011612,11.0,9.0,0.5,0.634797824264092,-0.6638075250028244
355,0.5,0.07999999821186066,0.10000000149011612,11.0,9.5,0.0,0.5793386244512461,-0.5295131101299825
356,0.5,0.07999999821186066,0.10000000149011612,11.0,9.5,0.125,0.5793391796432851,-0.5295138455035457
357,0.5,0.07999999821186066,0.10000000149011612,11.0,9.5,0.25,0.5793387638221786,-0.5295133478971926
358,0.5,0.07999999821186066,0.10000000149011612,11.0,9.5,0.375,0.5793387349033488,-0.5295133526437188
359,0.5,0.07999999821186066,0.10000000149011612,11.0,9.5,0.5,0.5793387912286025,-0.5295135890197391
360,0.5,0.07999999821186066,0.10000000149011612,11.0,10.0,0.0,0.5385167005241545,-0.38050654469986317
361,0.5,0.07999999821186066,0.10000000149011612,11.0,10.0,0.125,0.5385166440119588,-0.3805065489472861
362,0.5,0.07999999821186066,0.10000000149011612,11.0,10.0,0.25,0.5385165959309497,-0.3805065369132026
363,0.5,0.07999999821186066,0.10000000149011612,11.0,10.0,0.375,0.5385165562811235,-0.3805065124923266
364,0.5,0.07999999821186066,0.10000000149011612,11.0,10.0,0.5,0.5385165250624772,-0.38050647948543326
365,0.5,0.07999999821186066,0.10000000149011612,11.0,10.5,0.0,0.512474085682227,-0.2210879064829313
366,0.5,0.07999999821186066,0.10000000149011612,11.0,10.5,0.125,0.512473895796857,-0.22108782692272322
367,0.5,0.07999999821186066,0.10000000149011612,11.0,10.5,0.25,0.5124739064138752,-0.22108784154797884
368,0.5,0.07999999821186066,0.10000000149011612,11.0,10.5,0.375,0.5124744103674143,-0.22108851681086605
369,0.5,0.07999999821186066,0.10000000149011612,11.0,10.5,0.5,0.5124745733280855,-0.2210890032206312
370,0.5,0.07999999821186066,0.10000000149011612,11.0,11.0,0.0,0.5008460120070267,-0.05811636428669622
371,0.5,0.07999999821186066,0.10000000149011612,11.0,11.0,0.125,0.5008455878093339,-0.058116320446758796
372,0.5,0.07999999821186066,0.10000000149011612,11.0,11.0,0.25,0.5008455707114717,-0.05811631527931821
373,0.5,0.07999999821186066,0.10000000149011612,11.0,11.0,0.375,0.5008461259849135,-0.05811682917811195
374,0.5,0.07999999821186066,0.10000000149011612,11.0,11.0,0.5,0.5008455941344282,-0.05811634713308744
375,0.5,0.07999999821186066,0.125,9.0,9.0,0.0,0.5277533668778323,-0.3257453292035992
376,0.5,0.07999999821186066,0.125,9.0,9.0,0.125,0.5277532595562435,-0.3257452712083932
377,0.5,0.07999999821186066,0.125,9.0,9.0,0.25,0.5277532730672239,-0.32574529990477386
378,0.5,0.07999999821186066,0.125,9.0,9.0,0.375,0.5277533435880031,-0.32574543182788807
379,0.5,0.07999999821186066,0.125,9.0,9.0,0.5,0.5277533668778323,-0.3257455355730128
380,0.5,0.07999999821186066,0.125,9.0,9.5,0.0,0.5066965356349749,-0.16275803735165856
381,0.5,0.07999999821186066,0.125,9.0,9.5,0.125,0.5066965755777953,-0.162758086907359
382,0.5,0.07999999821186066,0.125,9.0,9.5,0.25,0.5066968847429826,-0.16275839354382754
383,0.5,0.07999999821186066,0.125,9.0,9.5,0.375,0.5066964352726371,-0.16275800523879802
384,0.5,0.07999999821186066,0.125,9.0,9.5,0.5,0.506696438427095,-0.16275801027386372
385,0.5,0.07999999821186066,0.125,9.0,10.0,0.0,0.5000001502650168,-3.576279770184374e-08
386,0.5,0.07999999821186066,0.125,9.0,10.0,0.125,0.5000001056755348,-6.232014204687886e-08
387,0.5,0.07999999821186066,0.125,9.0,10.0,0.25,0.5000000689142093,-7.09561654432811e-08
388,0.5,0.07999999821186066,0.125,9.0,10.0,0.375,0.500000039981038,-6.72379883992491e-08
389,0.5,0.07999999821186066,0.125,9.0,10.0,0.5,0.5000000188760184,-5.638682021302799e-08
390,0.5,0.07999999821186066,0.125,9.0,10.5,0.0,0.5060623478372456,0.15493867166952494
391,0.5,0.07999999821186066,0.125,9.0,10.5,0.125,0.5060632165087929,0.1549386647555211
392,0.5,0.07999999821186066,0.125,9.0,10.5,0.25,0.5060623629524752,0.15493855261906994
393,0.5,0.07999999821186066,0.125,9.0,10.5,0.375,0.5060621186193421,0.1549385974968585
394,0.5,0.07999999821186066,0.125,9.0,10.5,0.5,0.5060621252617078,0.1549385915542031
395,0.5,0.07999999821186066,0.125,9.0,11.0,0.0,0.5228057259659687,0.2964535049737877
396,0.5,0.07999999821186066,0.125,9.0,11.0,0.125,0.5228055770616544,0.296453404039287
397,0.5,0.07999999821186066,0.125,9.0,11.0,0.25,0.522806011837165,0.29645342935653995
398,0.5,0.07999999821186066,0.125,9.0,11.0,0.375,0.5228055393555298,0.29645338318667824
399,0.5,0.07999999821186066,0.125,9.0,11.0,0.5,0.5228055292522921,0.29645338293466883
400,0.5,0.07999999821186066,0.125,9.5,9.0,0.0,0.5277533668778323,-0.3257453292035993
401,0.5,0.07999999821186066,0.125,9.5,9.0,0.125,0.5277532595562435,-0.32574527120839325
402,0.5,0.07999999821186066,0.125,9.5,9.0,0.25,0.5277532730672239,-0.32574529990477386
403,0.5,0.07999999821186066,0.125,9.5,9.0,0.375,0.5277533435880032,-0.3257454318278884
404,0.5,0.07999999821186066,0.125,9.5,9.0,0.5,0.5277533668778323,-0.32574553557301245
405,0.5,0.07999999821186066,0.125,9.5,9.5,0.0,0.5066965356349749,-0.16275803735165856
406,0.5,0.07999999821186066,0.125,9.5,9.5,0.125,0.5066965755777955,-0.16275808690735893
407,0.5,0.07999999821186066,0.125,9.5,9.5,0.25,0.5066968847429825,-0.16275839354382748
408,0.5,0.07999999821186066,0.125,9.5,9.5,0.375,0.5066964352726371,-0.1627580052387978
409,0.5,0.07999999821186066,0.125,9.5,9.5,0.5,0.5066964384270949,-0.16275801027386383
410,0.5,0.07999999821186066,0.125,9.5,10.0,0.0,0.5000001502650167,-3.576279770184373e-08
411,0.5,0.07999999821186066,0.125,9.5,10.0,0.125,0.5000001056755348,-6.232014207463443e-08
412,0.5,0.07999999821186066,0.125,9.5,10.0,0.25,0.5000000689142093,-7.09561654432811e-08
413,0.5,0.07999999821186066,0.125,9.5,10.0,0.375,0.5000000399810381,-6.72379883992491e-08
414,0.5,0.07999999821186066,0.125,9.5,10.0,0.5,0.5000000188760184,-5.6386819990983383e-08
415,0.5,0.07999999821186066,0.125,9.5,10.5,0.0,0.5060623478372456,0.1549386716695249
416,0.5,0.07999999821186066,0.125,9.5,10.5,0.125,0.5060632165087929,0.1549386647555211
417,0.5,0.07999999821186066,0.125,9.5,10.5,0.25,0.5060623629524753,0.1549385526190699
418,0.5,0.07999999821186066,0.125,9.5,10.5,0.375,0.5060621186193421,0.1549385974968585
419,0.5,0.07999999821186066,0.125,9.5,10.5,0.5,0.5060621252617078,0.15493859155420303
420,0.5,0.07999999821186066,0.125,9.5,11.0,0.0,0.5228057259659687,0.2964535049737877
421,0.5,0.07999999821186066,0.125,9.5,11.0,0.125,0.5228055770616545,0.29645340403928694
422,0.5,0.07999999821186066,0.125,9.5,11.0,0.25,0.5228060118371649,0.29645342935653995
423,0.5,0.07999999821186066,0.125,9.5,11.0,0.375,0.5228055393555298,0.29645338318667824
424,0.5,0.07999999821186066,0.125,9.5,11.0,0.5,0.5228055292522918,0.29645338293466894
425,0.5,0.07999999821186066,0.125,10.0,9.0,0.0,0.5277533668778324,-0.3257453292035992
426,0.5,0.07999999821186066,0.125,10.0,9.0,0.125,0.5277532595562436,-0.32574527120839325
427,0.5,0.07999999821186066,0.125,10.0,9.0,0.25,0.527753273067224,-0.32574529990477386
428,0.5,0.07999999821186066,0.125,10.0,9.0,0.375,0.5277533435880032,-0.3257454318278884
429,0.5,0.07999999821186066,0.125,10.0,9.0,0.5,0.5277533668778323,-0.3257455355730129
430,0.5,0.07999999821186066,0.125,10.0,9.5,0.0,0.5066965356349749,-0.16275803735165856
431,0.5,0.07999999821186066,0.125,10.0,9.5,0.125,0.5066965755777953,-0.16275808690735888
432,0.5,0.07999999821186066,0.125,10.0,9.5,0.25,0.5066968847429825,-0.16275839354382748
433,0.5,0.07999999821186066,0.125,10.0,9.5,0.375,0.5066964352726372,-0.1627580052387978
434,0.5,0.07999999821186066,0.125,10.0,9.5,0.5,0.5066964384270949,-0.16275801027386383
435,0.5,0.07999999821186066,0.125,10.0,10.0,0.0,0.5000001502650168,-3.5762797701843737e-08
436,0.5,0.07999999821186066,0.125,10.0,10.0,0.125,0.5000001056755347,-6.232014207463443e-08
437,0.5,0.07999999821186066,0.125,10.0,10.0,0.25,0.5000000689142093,-7.09561654432811e-08
438,0.5,0.07999999821186066,0.125,10.0,10.0,0.375,0.5000000399810381,-6.723798845476026e-08
439,0.5,0.07999999821186066,0.125,10.0,10.0,0.5,0.5000000188760184,-5.638682021302799e-08
440,0.5,0.07999999821186066,0.125,10.0,10.5,0.0,0.5060623478372455,0.1549386716695249
441,0.5,0.07999999821186066,0.125,10.0,10.5,0.125,0.5060632165087929,0.15493866475552107
442,0.5,0.07999999821186066,0.125,10.0,10.5,0.25,0.5060623629524752,0.15493855261906994
443,0.5,0.07999999821186066,0.125,10.0,10.5,0.375,0.5060621186193421,0.15493859749685848
444,0.5,0.07999999821186066,0.125,10.0,10.5,0.5,0.5060621252617077,0.15493859155420298
445,0.5,0.07999999821186066,0.125,10.0,11.0,0.0,0.5228057259659686,0.2964535049737877
446,0.5,0.07999999821186066,0.125,10.0,11.0,0.125,0.5228055770616545,0.296453404039287
447,0.5,0.07999999821186066,0.125,10.0,11.0,0.25,0.522806011837165,0.29645342935653995
448,0.5,0.07999999821186066,0.125,10.0,11.0,0.375,0.5228055393555298,0.29645338318667824
449,0.5,0.07999999821186066,0.125,10.0,11.0,0.5,0.5228055292522922,0.2964533829346688
450,0.5,0.07999999821186066,0.125,10.5,9.0,0.0,0.5277533668778323,-0.3257453292035992
451,0.5,0.07999999821186066,0.125,10.5,9.0,0.125,0.5277532595562435,-0.32574527120839314
452,0.5,0.07999999821186066,0.125,10.5,9.0,0.25,0.5277532730672239,-0.3257452999047741
453,0.5,0.07999999821186066,0.125,10.5,9.0,0.375,0.5277533435880032,-0.3257454318278883
454,0.5,0.07999999821186066,0.125,10.5,9.0,0.5,0.5277533668778324,-0.3257455355730128
455,0.5,0.07999999821186066,0.125,10.5,9.5,0.0,0.506696535634975,-0.1627580373516586
456,0.5,0.07999999821186066,0.125,10.5,9.5,0.125,0.5066965755777955,-0.162758086907359
457,0.5,0.07999999821186066,0.125,10.5,9.5,0.25,0.5066968847429825,-0.16275839354382754
